team_id,id,team,season,league,avgGoals,avgGoalsAgainst,avgShotsTotal,avgShotsTotalAgainst,avgShotsOnTarget,avgShotsOnTargetAgainst,avgXg,avgXgAgainst,avgNpxg,avgNpxgAgainst,avgTouchesAtt3rd,avgTouchesAtt3rdAgainst,avgTouchesAttPenArea,avgTouchesAttPenAreaAgainst,avgDribbles,avgDribblesAgainst,avgDribblesCompleted,avgDribblesCompletedAgainst,avgAssistedShots,avgAssistedShotsAgainst,avgPassesIntoFinalThird,avgPassesIntoFinalThirdAgainst,avgPassesIntoPenaltyArea,avgPassesIntoPenaltyAreaAgainst,avgProgressivePasses,avgProgressivePassesAgainst,avgCrossesIntoPenaltyArea,avgCrossesIntoPenaltyAreaAgainst,avgCrosses,avgCrossesAgainst,avgThroughBalls,avgThroughBallsAgainst,avgCornerKicks,avgCornerKicksAgainst,avgPressures,avgPressuresAgainst,avgPressureRegains,avgPressureRegainsAgainst,avgPressuresAtt3rd,avgPressuresAtt3rdAgainst,avgTackles,avgTacklesAgainst,avgTacklesWon,avgTacklesWonAgainst,avgTacklesAtt3rd,avgTacklesAtt3rdAgainst,avgTacklesInterceptions,avgTacklesInterceptionsAgainst,avgAerialsWon,avgAerialsWonAgainst,avgAerialsLost,avgAerialsLostAgainst,avgFouls,avgFoulsAgainst,createdAt,updatedAt
49,149,RB Leipzig,2020-2021,Bundesliga,1.74,0.94,15.65,7.71,5.56,2.38,1.92,0.86,1.71,0.79,199.85,102.53,31.24,15.62,16.24,14.21,9.65,8.44,12.0,5.5,41.47,17.88,12.06,5.38,46.71,22.35,2.32,1.38,12.56,7.94,1.62,0.79,5.41,3.62,155.0,174.32,52.29,51.24,44.74,33.65,17.24,18.85,10.35,11.71,2.59,2.06,28.41,33.62,21.53,,16.0,,12.94,,2021-05-24 23:30:03,2021-05-24 23:30:03
50,152,Sevilla,2020-2021,La_Liga,1.37,0.82,11.89,9.05,3.58,3.0,1.34,0.92,1.2,0.81,170.79,122.0,22.71,17.61,15.76,14.39,10.58,8.42,9.79,6.29,34.74,21.84,9.42,5.58,34.18,23.89,3.18,1.47,14.61,11.18,0.79,0.32,4.39,4.11,124.11,147.16,38.87,35.55,29.61,34.63,15.03,15.34,10.24,9.34,2.0,1.89,23.82,25.42,17.74,,15.16,,13.03,,2021-05-24 23:30:03,2021-05-24 23:30:03
51,155,Dortmund,2020-2021,Bundesliga,2.18,1.32,14.38,11.0,5.35,3.85,2.02,1.19,1.85,1.05,205.03,125.91,33.09,18.29,21.88,15.47,13.5,8.47,11.0,8.0,38.03,23.0,12.41,6.71,44.94,29.44,1.82,1.82,11.76,8.44,1.74,0.47,5.09,3.76,140.76,172.15,47.44,47.85,36.12,39.91,17.47,18.47,12.09,11.29,3.06,1.88,29.24,33.18,14.29,,12.03,,10.74,,2021-05-24 23:30:03,2021-05-24 23:30:03
52,159,Newcastle Utd,2020-2021,EPL,1.16,1.55,10.18,15.03,3.42,4.71,1.08,1.42,0.93,1.32,118.71,212.42,16.76,28.95,15.13,15.42,9.21,9.53,7.13,11.34,18.24,39.39,5.68,10.63,19.97,39.89,1.95,2.5,10.53,14.26,0.63,0.74,4.21,5.95,142.68,127.0,35.42,41.74,27.05,34.32,16.0,15.42,9.58,9.76,1.53,2.24,26.95,24.61,17.29,,19.24,,10.24,,2021-05-24 23:30:03,2021-05-24 23:30:03
53,162,Manchester City,2020-2021,EPL,2.16,0.82,15.53,7.24,5.61,2.34,1.93,0.82,1.75,0.62,239.0,96.55,35.79,14.55,21.24,16.18,12.76,9.92,11.55,5.16,48.26,17.79,11.76,5.05,43.0,20.29,1.21,0.92,11.55,7.18,1.58,0.63,6.5,2.92,120.18,164.68,38.45,39.13,35.92,27.92,14.58,18.53,9.61,12.08,2.74,1.37,23.47,29.76,13.13,,11.21,,9.61,,2021-05-24 23:30:03,2021-05-24 23:30:03
54,165,Köln,2020-2021,Bundesliga,0.97,1.76,10.38,12.09,3.03,4.44,1.15,1.62,1.02,1.42,131.06,161.53,17.32,23.5,13.56,16.71,8.0,10.03,7.44,9.03,24.38,32.76,6.62,8.09,28.97,40.71,2.47,2.24,12.59,11.21,0.47,0.62,3.97,4.65,150.03,140.65,45.68,46.76,30.91,38.65,19.03,16.09,11.24,9.94,1.91,2.65,31.59,27.18,19.85,,21.21,,12.47,,2021-05-24 23:30:03,2021-05-24 23:30:03
55,168,Eibar,2020-2021,La_Liga,0.76,1.37,11.68,9.11,3.42,3.5,1.1,1.24,0.92,1.14,160.63,113.26,20.26,17.76,14.87,14.89,9.16,8.89,7.84,6.55,28.87,21.97,6.92,6.24,28.24,25.61,2.87,1.68,16.18,9.97,0.32,0.76,5.18,3.63,131.92,129.97,42.08,38.16,39.24,21.29,15.05,15.32,9.53,9.29,2.29,1.13,25.29,24.84,24.97,,26.5,,13.18,,2021-05-24 23:30:03,2021-05-24 23:30:03
56,171,Cagliari,2020-2021,Serie_A,1.13,1.55,11.34,14.53,3.24,5.21,1.2,1.66,1.1,1.56,138.89,171.47,20.34,28.76,14.58,15.03,9.0,9.11,7.95,10.39,23.63,31.79,7.79,10.68,27.87,37.37,2.39,2.39,13.05,13.21,0.37,1.21,4.47,5.71,151.37,126.34,40.84,36.92,30.03,29.5,16.55,15.97,9.74,9.71,1.79,2.34,26.53,26.47,18.24,,17.37,,13.68,,2021-05-24 23:30:03,2021-05-24 23:30:03
57,173,Schalke 04,2020-2021,Bundesliga,0.71,2.38,9.0,17.18,2.44,6.68,0.79,2.0,0.72,1.83,104.18,180.74,16.38,30.5,18.47,17.21,10.65,10.62,6.38,12.56,19.26,33.15,5.44,10.38,26.18,39.47,0.88,2.82,7.21,12.94,0.68,1.06,3.65,5.97,156.06,141.35,46.24,47.03,28.21,38.53,18.44,19.91,11.0,12.29,1.71,3.18,32.24,31.09,17.29,,18.06,,12.18,,2021-05-24 23:30:03,2021-05-24 23:30:03
58,176,Huesca,2020-2021,La_Liga,0.84,1.34,10.58,10.97,3.42,3.74,0.93,1.17,0.86,1.07,123.24,162.11,17.34,21.42,18.21,15.97,11.63,9.26,7.61,8.13,22.29,31.55,6.11,8.61,25.18,33.21,2.32,2.71,13.21,12.71,0.32,0.63,4.11,4.24,143.45,152.13,41.53,41.0,27.32,41.53,16.68,15.84,10.55,10.03,1.63,2.5,25.84,24.53,16.53,,17.24,,14.0,,2021-05-24 23:30:03,2021-05-24 23:30:03
59,180,Leverkusen,2020-2021,Bundesliga,1.53,1.09,13.15,10.12,4.97,3.24,1.39,1.19,1.32,1.14,171.88,115.79,24.85,19.85,22.5,15.32,13.71,9.21,10.21,7.06,36.03,22.18,8.47,6.41,39.53,27.47,2.24,1.85,12.59,10.26,0.94,0.5,5.38,3.56,140.62,175.59,47.06,52.03,34.26,37.74,16.44,21.09,10.06,13.38,2.15,2.35,27.53,34.32,14.82,,16.79,,12.88,,2021-05-24 23:30:03,2021-05-24 23:30:03
60,183,Roma,2020-2021,Serie_A,1.76,1.37,14.18,10.26,5.05,4.24,1.81,1.36,1.66,1.23,158.66,119.79,25.89,20.21,16.89,14.97,10.05,10.0,10.37,7.39,32.97,22.84,8.95,7.24,36.45,28.32,1.82,1.84,11.5,9.11,1.21,1.13,5.76,3.84,146.47,139.34,42.05,39.68,34.42,32.24,14.68,14.79,10.26,9.08,2.0,1.37,26.71,26.87,12.84,,11.63,,14.61,,2021-05-24 23:30:03,2021-05-24 23:30:03
61,187,Chelsea,2020-2021,EPL,1.47,0.92,14.55,8.74,5.11,2.71,1.68,0.86,1.48,0.78,205.53,133.55,29.76,16.79,16.92,15.21,9.68,8.89,11.66,6.29,37.89,22.11,10.34,4.97,40.21,24.11,2.11,0.84,13.47,8.87,1.05,0.58,5.95,4.21,141.74,145.05,43.95,39.45,34.16,34.45,17.79,17.71,10.89,10.89,2.34,2.29,29.47,28.74,16.16,,14.47,,11.53,,2021-05-24 23:30:03,2021-05-24 23:30:03
62,190,Brighton,2020-2021,EPL,1.03,1.16,12.53,9.26,3.39,3.08,1.36,0.99,1.18,0.85,170.66,156.68,26.84,20.39,14.39,15.84,9.05,9.32,9.18,6.76,28.53,27.89,10.03,7.34,32.95,28.55,2.39,1.68,12.47,11.13,0.97,0.82,5.76,4.34,136.29,146.76,43.11,38.34,33.76,33.97,17.47,15.24,10.92,8.82,1.97,1.87,27.87,26.61,14.55,,15.92,,11.32,,2021-05-24 23:30:03,2021-05-24 23:30:03
63,191,Everton,2020-2021,EPL,1.18,1.24,10.39,13.21,3.79,4.16,1.24,1.35,1.14,1.29,129.92,183.24,18.39,25.68,15.39,17.18,8.97,10.03,7.84,9.24,25.47,33.55,6.87,8.71,28.21,38.18,1.79,1.71,10.74,12.39,0.82,0.74,4.39,5.95,149.03,143.05,42.26,41.92,28.32,37.58,18.03,17.58,11.21,10.34,1.89,2.84,28.58,28.74,18.21,,13.92,,10.24,,2021-05-24 23:30:03,2021-05-24 23:30:03
64,196,Napoli,2020-2021,Serie_A,2.18,1.05,16.84,10.18,5.79,3.11,1.78,1.09,1.62,0.99,183.03,124.32,28.66,18.53,15.55,16.45,9.47,10.16,12.63,7.21,35.16,24.45,9.95,6.68,37.68,30.26,2.05,1.71,12.37,9.5,0.95,0.76,5.79,3.84,133.45,150.89,39.26,36.89,35.87,34.95,16.32,14.5,10.29,9.11,2.05,1.76,26.97,27.05,10.89,,11.03,,10.24,,2021-05-24 23:30:03,2021-05-24 23:30:03
65,198,Inter,2020-2021,Serie_A,2.21,0.89,14.29,10.0,5.18,2.95,1.97,1.02,1.79,0.87,180.55,155.95,29.53,17.97,11.76,13.0,6.87,7.87,10.76,7.66,35.5,30.47,11.32,6.66,40.21,27.66,2.76,1.92,12.66,10.05,0.82,0.42,5.42,3.61,133.66,149.34,37.74,40.21,35.84,33.45,14.26,13.61,8.61,7.97,2.29,1.39,23.87,26.21,13.76,,11.21,,12.47,,2021-05-24 23:30:03,2021-05-24 23:30:03
66,201,Atlético Madrid,2020-2021,La_Liga,1.71,0.58,11.89,9.37,4.71,3.16,1.38,0.86,1.23,0.78,165.13,152.84,26.11,16.76,15.87,17.61,9.63,9.32,8.92,6.89,33.16,30.13,10.03,6.71,38.87,29.13,1.61,2.0,11.5,11.45,1.18,0.34,5.16,4.21,134.84,143.5,40.53,38.42,29.76,28.79,18.53,16.08,11.82,9.97,2.39,2.08,28.92,27.61,15.95,,13.32,,12.95,,2021-05-24 23:30:03,2021-05-24 23:30:03
67,205,Milan,2020-2021,Serie_A,1.89,1.05,14.16,12.18,4.89,3.45,1.87,1.21,1.49,1.11,164.97,154.71,27.11,22.71,17.5,16.16,11.32,8.71,10.32,9.08,30.66,31.18,9.47,8.39,35.34,35.16,2.18,1.87,11.32,11.63,1.03,0.63,5.61,5.32,154.24,137.03,45.21,39.03,33.39,31.24,17.84,15.58,10.66,9.79,2.0,1.97,27.92,26.76,15.16,,15.18,,13.66,,2021-05-24 23:30:03,2021-05-24 23:30:03
68,206,Valencia,2020-2021,La_Liga,1.26,1.34,10.03,14.08,3.37,4.45,1.16,1.42,0.96,1.26,125.66,181.47,16.42,26.34,13.82,15.03,7.95,9.5,7.0,9.84,25.32,33.26,6.63,9.45,28.05,33.08,1.89,2.18,10.39,16.34,0.55,0.79,4.29,5.26,127.76,130.79,34.34,37.08,26.16,32.24,13.37,14.5,8.21,9.68,1.71,2.05,21.82,23.55,16.45,,16.16,,12.24,,2021-05-24 23:30:03,2021-05-24 23:30:03
69,212,Juventus,2020-2021,Serie_A,2.0,0.95,15.45,11.13,5.37,3.0,1.95,1.0,1.76,0.83,182.74,155.29,31.29,19.89,16.55,14.63,10.84,8.76,12.0,7.92,37.89,28.87,9.95,7.34,40.95,29.0,2.42,1.84,13.55,11.03,1.08,0.42,5.82,4.26,132.84,148.32,39.92,37.45,32.0,34.34,16.47,16.18,10.39,9.42,2.37,2.5,26.21,28.24,12.24,,10.42,,13.29,,2021-05-24 23:30:03,2021-05-24 23:30:03
70,214,Sassuolo,2020-2021,Serie_A,1.61,1.45,13.61,13.79,4.37,4.76,1.56,1.44,1.29,1.34,181.82,139.89,25.89,26.03,17.92,13.63,10.61,7.71,9.95,10.42,37.82,22.58,10.18,8.34,37.58,26.63,1.5,2.47,10.61,11.84,0.82,0.61,5.47,5.34,130.08,165.58,39.89,44.21,35.39,38.39,15.61,18.0,9.66,10.68,2.76,2.76,25.39,29.08,11.61,,11.97,,13.13,,2021-05-24 23:30:03,2021-05-24 23:30:03
71,216,Real Sociedad,2020-2021,La_Liga,1.53,0.97,11.0,8.71,3.66,2.63,1.59,0.96,1.36,0.86,151.24,116.47,24.45,17.47,14.16,13.87,8.5,8.71,7.87,6.13,28.21,21.05,9.39,5.95,33.45,21.76,1.58,1.79,12.29,10.29,1.11,0.66,5.16,3.34,133.42,142.11,39.13,41.47,34.39,28.84,14.74,15.34,9.0,9.53,1.95,1.76,23.61,25.11,18.66,,18.37,,15.05,,2021-05-24 23:30:03,2021-05-24 23:30:03
72,220,Cádiz,2020-2021,La_Liga,0.87,1.5,7.92,11.68,2.55,3.66,0.89,1.45,0.82,1.25,95.45,192.08,12.89,24.82,13.5,16.34,8.55,9.61,5.08,8.84,17.13,40.42,4.21,10.29,17.16,42.18,1.68,2.47,11.37,14.37,0.47,1.32,3.92,5.47,138.53,113.66,37.71,36.61,22.79,26.89,16.08,13.39,10.13,8.87,1.47,1.74,26.89,21.16,18.53,,21.08,,11.55,,2021-05-24 23:30:03,2021-05-24 23:30:03
73,221,Parma,2020-2021,Serie_A,1.03,2.11,10.45,13.84,3.18,4.89,1.05,1.62,0.95,1.57,122.74,177.68,18.84,25.68,14.71,17.03,9.32,10.42,7.61,10.13,26.74,34.87,6.55,10.03,31.37,38.03,2.18,2.74,10.74,14.76,0.71,0.74,4.05,5.42,146.0,132.29,39.0,38.58,27.18,32.61,16.71,14.71,9.74,9.42,1.47,2.24,28.13,24.24,16.95,,13.5,,13.84,,2021-05-24 23:30:03,2021-05-24 23:30:03
74,224,Eint Frankfurt,2020-2021,Bundesliga,1.85,1.5,12.88,12.5,4.68,4.38,1.65,1.42,1.47,1.28,165.32,139.47,25.41,23.5,15.71,19.41,9.5,11.53,10.32,9.21,31.97,25.41,9.09,7.97,41.79,33.91,3.24,1.97,15.0,12.32,0.94,1.29,6.06,4.71,159.91,150.62,49.88,48.12,38.03,30.91,19.53,17.68,12.0,10.74,2.68,1.94,32.06,30.94,21.62,,18.38,,13.62,,2021-05-24 23:30:03,2021-05-24 23:30:03
75,228,Celta Vigo,2020-2021,La_Liga,1.45,1.47,9.18,10.71,3.61,3.47,1.26,1.3,1.12,1.14,128.24,149.95,17.26,20.42,12.89,18.08,7.47,11.34,6.66,7.26,24.29,25.0,6.97,6.53,30.21,29.29,1.32,2.16,9.5,12.34,1.13,0.61,3.29,4.37,157.82,131.05,44.76,39.84,28.53,32.92,18.47,13.61,11.03,9.08,1.84,2.05,28.34,24.71,16.34,,19.21,,16.68,,2021-05-24 23:30:03,2021-05-24 23:30:03
76,231,Betis,2020-2021,La_Liga,1.32,1.24,11.5,9.32,3.79,3.29,1.21,1.2,0.99,1.0,160.5,129.82,23.13,19.18,15.45,14.61,9.53,8.76,8.76,6.74,26.66,25.74,8.26,6.89,29.42,29.58,2.18,1.87,11.18,11.82,0.76,0.74,4.84,4.16,138.5,151.66,39.84,44.18,30.24,30.24,15.92,17.5,9.95,10.18,2.0,1.63,27.29,27.71,16.47,,17.18,,13.82,,2021-05-24 23:30:03,2021-05-24 23:30:03
77,233,Fulham,2020-2021,EPL,0.68,1.37,11.58,11.08,3.24,4.32,1.07,1.39,0.97,1.26,154.82,153.29,21.63,21.5,20.08,14.79,13.13,8.61,8.82,7.42,26.08,29.37,8.18,7.66,30.03,29.26,2.63,2.34,12.89,12.08,0.53,1.13,4.32,5.05,135.26,145.45,40.47,41.24,33.39,31.84,17.68,18.66,10.95,11.0,2.55,2.58,30.82,29.21,17.58,,17.87,,12.76,,2021-05-24 23:30:03,2021-05-24 23:30:03
